ï»¿Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Urban population,SP.URB.TOTL,Uruguay,URY,2767008,2796944,2827424,2858174,2888955,2919421,2949944,2981007,3010239,3035669,3056104,3070701,3080233,3086913,3093747,3103001,3115518,3130703,3147897,3165828,3183623,3201184,3218802,3236130
Urban population,SP.URB.TOTL,Uzbekistan,UZB,8239277,8344763,8468923,8588318,8682276,8758554,8844080,8953936,9066746,9132428,9226398,9306248,9382680,9453894,9524806,9597009,9675098,9780489,9912282,10061517,10337018,10612941,10773010,10952419
Urban population,SP.URB.TOTL,Vanuatu,VUT,27442,28645,29938,31282,32625,33923,35158,36341,37526,38775,40108,41554,43125,44806,46561,48364,50212,52112,54062,56060,58104,60188,62310,64475
Urban population,SP.URB.TOTL,"Venezuela, RB",VEN,16638324,17125537,17608380,18089273,18570335,19052265,19535350,20018352,20502276,20987076,21473765,21961346,22404549,22825379,23247051,23669256,24092481,24515882,24939061,25361160,25781432,26199505,26615123,27028405
Urban population,SP.URB.TOTL,Vietnam,VNM,13371683,13868745,14374521,14901834,15439741,15973642,16518051,17071267,17638665,18243036,18921756,19605719,20291118,20995815,21730021,22477771,23234329,24006382,24794424,25599320,26420525,27255874,28112602,28984049
Urban population,SP.URB.TOTL,Virgin Islands (U.S.),VIR,91160,92529,93935,95289,96514,97506,98275,99008,99647,100156,100585,100597,100672,100790,100891,101029,101088,101035,100921,100752,100522,100241,99923,99567
Urban population,SP.URB.TOTL,West Bank and Gaza,WBG,1339452,1411345,1486950,1566383,1649878,1737611,1829843,1926689,1985912,2043664,2103044,2164070,2226847,2291359,2357720,2425915,2496025,2568140,2650903,2736643,2825399,2919998,3018057,3118790
Urban population,SP.URB.TOTL,"Yemen, Rep.",YEM,2467817,2661314,2876574,3107205,3343638,3568325,3777664,3980659,4181475,4386990,4602645,4829693,5067224,5313953,5568044,5827612,6092520,6363545,6641727,6927863,7223158,7527725,7841241,8164269
Urban population,SP.URB.TOTL,Zambia,ZMB,3091288,3134028,3169502,3204300,3240764,3280490,3324280,3371635,3420694,3469098,3515343,3622396,3758106,3898168,4044776,4199404,4362849,4535295,4717910,4911859,5118277,5338040,5571909,5819381
Urban population,SP.URB.TOTL,Zimbabwe,ZWE,3032661,3191794,3349177,3468622,3581169,3693403,3806392,3918985,4028275,4129935,4220983,4300897,4371863,4369559,4352954,4335582,4316849,4298912,4290324,4302063,4341034,4410387,4506242,4620426
Urban population,SP.URB.TOTL,Arab World,ARB,111665004,115606451,117613845,121517280,125123469,130059328,133315291,136639189,140062363,143608992,147381248,151376913,155583786,159979856,164623984,169518318,174660751,179985487,185434621,190905838,196308883,201571840,206798471,212018063
Urban population,SP.URB.TOTL,Caribbean small states,CSS,2344158,2372967,2402386,2432974,2464368,2496421,2533499,2567737,2601641,2633623,2664451,2690175,2710632,2731286,2752380,2772883,2793311,2813719,2834068,2854371,2874799,2896374,2917831,2939364
Urban population,SP.URB.TOTL,East Asia & Pacific (all income levels),EAS,604998068,626227160,647551827,669217707,691615131,714531264,737894866,761376349,785121355,808892199,833143861,861072366,890854778,920687048,950706718,980923491,1010594630,1039854699,1069698199,1099393020,1129219508,1159778305,1189577857,1219040516
Urban population,SP.URB.TOTL,East Asia & Pacific (developing only),EAP,450779260,470228488,490012970,510142079,530836231,551988202,573667646,595815419,618328098,641014852,664101647,689206252,715866692,742877977,770291837,798086803,825570452,852907892,880574994,908445094,936595134,965024615,993353415,1021468684
Urban population,SP.URB.TOTL,Euro area,EMU,219483779,220886222,222398085,223742892,224777930,225710184,226649350,227531799,228360987,229391615,230753319,232382599,234318080,236355365,238419799,240425984,242363808,244462988,246482735,248080540,249487927,250887047,251113627,252470339
Urban population,SP.URB.TOTL,Europe & Central Asia (all income levels),ECS,568443336,571699445,574685161,577214942,578987369,580457104,581969294,583396749,584750039,586346632,587931651,589944508,592572736,595545896,598633896,601913507,605293449,608986033,612985842,616936462,621111413,625513826,628302115,632338676
Urban population,SP.URB.TOTL,Europe & Central Asia (developing only),ECA,139584212,140931547,141983378,142846759,143371107,143737010,144154654,144626070,145154436,145760467,146464830,146996094,147641041,148632108,149724699,150886016,152090997,153160159,154375564,155908921,157510470,159160426,160778784,162442823
Urban population,SP.URB.TOTL,European Union,EUU,336860848,338416939,340127580,341749041,342990724,344093057,345027278,346017242,346884836,348040601,349194026,350781604,352821097,355186684,357658537,360143602,362622653,365162345,367731882,369953853,371975126,374103227,374895384,376797346
Urban population,SP.URB.TOTL,Heavily indebted poor countries (HIPC),HPC,89307527,93612597,98107797,102700703,107138747,111566732,115974309,120470445,124997421,129695915,134624702,139926191,145500614,151400614,157553934,163987767,170663689,177620734,184981348,192618589,200546856,208768235,217291705,226117276
Urban population,SP.URB.TOTL,High income,HIC,832623421,841365976,848089043,856325790,864066832,873140403,880553565,887620203,894555389,901455175,908317946,916979227,926344429,935435742,944647967,953931372,963241605,972913123,983089594,992415220,1001494609,1010787659,1017800607,1025753273
Urban population,SP.URB.TOTL,High income: OECD,OEC,681393207,689119690,696838596,704210702,711205210,718076127,724645072,731159511,737425769,743896576,750376183,758395826,767036921,775468108,783763400,791886128,799809937,807730356,815912210,823358455,830339268,837683469,842971439,849311461
Urban population,SP.URB.TOTL,High income: nonOECD,NOC,151230214,152246286,151250447,152115088,152861622,155064276,155908493,156460692,157129620,157558599,157941763,158583401,159307508,159967634,160884567,162045244,163431668,165182767,167177384,169056765,171155341,173104190,174829168,176441812
Urban population,SP.URB.TOTL,Latin America & Caribbean (all income levels),LCN,312958696,321151470,329328103,337534079,345794019,354073377,362308985,370624185,379079007,387261902,395367034,402935719,410303039,417561135,424748637,431855055,438875926,445816018,452719137,459624271,466579440,473581473,480613187,487641702
Urban population,SP.URB.TOTL,Latin America & Caribbean (developing only),LAC,295315261,303216978,311091056,318961396,326886386,334840135,342754397,350764297,358775824,366691347,374548368,381889495,389035948,396080009,403058535,409961843,416790182,423544876,430264304,436989354,443763620,450601208,457470489,464340051
Urban population,SP.URB.TOTL,Least developed countries: UN classification,LDC,107299740,112449541,117720542,123135581,128410135,133719933,139083347,144583084,150150524,155876366,161843075,168367121,175327595,182644471,190232309,198104440,206214919,214589551,223389686,232524147,242032019,251936339,262210534,272846667
Urban population,SP.URB.TOTL,Low & middle income,LMY,1423638153,1471268462,1518784653,1566740876,1615029511,1663836286,1713541078,1764344270,1815940052,1868095487,1921072970,1976519661,2034939935,2094320418,2154747328,2216208279,2277970233,2339984154,2403268040,2467833094,2533612337,2600583437,2668268597,2736786396
Urban population,SP.URB.TOTL,Low income,LIC,107423931,112006207,116634176,121369426,126174888,131010027,135894618,140913389,145983170,151174380,156570582,162421710,168627843,175070646,181726366,188622639,195711484,203020338,210721123,218733533,227109174,235867876,244997012,254468159
Urban population,SP.URB.TOTL,Lower middle income,LMC,533236119,549879952,566657242,583572325,600295187,617105164,634231375,651772500,669666402,687823798,706309962,724733357,744402821,764538966,785171948,806328890,827988971,850145773,872818959,895990526,919738343,943995924,968640358,993983335
Urban population,SP.URB.TOTL,Middle East & North Africa (all income levels),MEA,139393566,143977289,146472954,150813145,155077437,160769413,164906202,169158593,173541990,178052551,182731867,187551541,192498336,197581121,202896365,208469252,214298938,220281541,226385746,232570645,238670707,244658917,250635348,256603353
Urban population,SP.URB.TOTL,Middle East & North Africa (developing only),MNA,116929756,120603823,124194441,127771383,131353528,134875848,138462694,142159597,145946895,149735084,153528819,157301758,161072366,164840242,168696928,172683506,176801124,180962200,185202497,189530269,193927301,198356901,202910065,207568449
Urban population,SP.URB.TOTL,Middle income,MIC,1316214222,1359262255,1402150477,1445371450,1488854623,1532826259,1577646460,1623430881,1669956882,1716921107,1764502388,1814097951,1866312092,1919249772,1973020962,2027585640,2082258749,2136963816,2192546917,2249099561,2306503163,2364715561,2423271585,2482318237
Urban population,SP.URB.TOTL,North America,NAC,209308349,213153311,217185917,221111307,224874124,228578860,232336398,236246742,240079390,243908744,247586112,250661270,253517677,256270268,259206860,262153682,265189628,268300745,271461156,274499656,277437008,280116637,282894289,285649233
Urban population,SP.URB.TOTL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban population,SP.URB.TOTL,OECD members,OED,781664994,791989073,802231058,812155852,821718479,831155040,840206815,849152951,857826273,866660920,875486147,885914448,896964690,907775472,918457200,928994814,939372466,949770497,960457761,970438813,979982344,989918928,997807004,1006763159
Urban population,SP.URB.TOTL,Other small states,OSS,4678832,4919963,5125777,5323590,5522715,5718536,5918703,6119586,6321286,6526783,6733777,6944216,7155487,7369704,7583694,7798356,8016290,8235789,8462371,8694333,8935331,9192690,9452268,9718710
Urban population,SP.URB.TOTL,Pacific island small states,PSS,523955,538469,554190,570703,587365,603219,618955,632004,644205,655996,668031,679804,690336,700685,711637,723575,736726,751009,766149,781613,797097,812455,827763,843130
Urban population,SP.URB.TOTL,Small states,SST,7546945,7831399,8082353,8327267,8574448,8818176,9071157,9319327,9567132,9816402,10066259,10314195,10556455,10801675,11047711,11294814,11546327,11800517,12062588,12330317,12607227,12901519,13197862,13501204
Urban population,SP.URB.TOTL,South Asia,SAS,284271695,293367398,302271383,311329305,320540917,329887763,339381210,349006890,358745528,368604856,378518244,388986347,400581998,412340145,424230311,436201778,448262792,460425435,472737047,485243911,497995408,511030701,524260519,537909843
Urban population,SP.URB.TOTL,Sub-Saharan Africa (all income levels),SSF,136887864,143058365,149378351,155846181,162207346,168678908,175297688,182154965,189178132,196483778,204112147,212347137,220955800,229770547,238972508,248622886,258696475,269232806,280370507,291980349,304093462,316691237,329785889,343356346
Urban population,SP.URB.TOTL,Sub-Saharan Africa (developing only),SSA,136757969,142920228,149231425,155689954,162041342,168507328,175120477,181971997,188989271,196288881,203911062,212139715,220741890,229549937,238745018,248388333,258454686,268983592,280113634,291715545,303820404,316409586,329495325,343056546
Urban population,SP.URB.TOTL,Upper middle income,UMC,782978103,809382303,835493235,861799125,888559436,915721095,943415085,971658381,1000290480,1029097309,1058192426,1089364594,1121909271,1154710806,1187849014,1221256750,1254269778,1286818043,1319727958,1353109035,1386764820,1420719637,1454631227,1488334902
Urban population,SP.URB.TOTL,World,WLD,2256261574,2312634438,2366873696,2423066666,2479096343,2536976689,2594094643,2651964473,2710495441,2769550662,2829390916,2893498888,2961284364,3029756160,3099395295,3170139651,3241211838,3312897277,3386357634,3460248314,3535106946,3611371096,3686069204,3762539669
Rural population,SP.RUR.TOTL,Afghanistan,AFG,9582508,10266581,11203918,12266215,13276704,14111593,14722117,15149265,15468595,15795782,16212255,16737515,17337061,17975806,18599587,19168962,19675341,20134247,20559067,20971495,21386676,21807572,22228823,22647650
Rural population,SP.RUR.TOTL,Albania,ALB,2089320,2067878,2037549,2007405,1977318,1947385,1917515,1887867,1858316,1828925,1799636,1763855,1724026,1681466,1638394,1594194,1548865,1502731,1456542,1411116,1366547,1322800,1279528,1237506
Rural population,SP.RUR.TOTL,Algeria,DZA,12572756,12674714,12760615,12828866,12875769,12899683,12900890,12883471,12848115,12786375,12713472,12631170,12540270,12447578,12360286,12283659,12217969,12161827,12111975,12071252,12035780,12005223,11979355,11954578
Rural population,SP.RUR.TOTL,American Samoa,ASM,8963,8763,8536,8292,8038,7783,7526,7268,7006,6738,6565,6695,6816,6918,6994,7035,7038,7008,6961,6920,6902,6909,6939,6987
Rural population,SP.RUR.TOTL,Andorra,ADO,2883,3100,3343,3592,3831,4048,4226,4371,4513,4700,4974,5402,5988,6651,7312,7883,8320,8647,8903,9162,9491,9920,10416,10960
Rural population,SP.RUR.TOTL,Angola,AGO,7690240,7859475,8046097,8241401,8431784,8609042,8769905,8919691,9068188,9228832,9410607,9616274,9840770,10078444,10320159,10560441,10797049,11031193,11261733,11488666,11710512,11926670,12138574,12348328
Rural population,SP.RUR.TOTL,Antigua and Barbuda,ATG,39975,40278,41178,42353,43701,45137,46650,48236,49826,51335,52702,53906,55141,56257,57336,58440,59590,60763,61958,63155,64344,65526,66682,67810
Rural population,SP.RUR.TOTL,Argentina,ARG,4246454,4191289,4176022,4159659,4141681,4122854,4102622,4081597,4059051,4034128,4006935,3977440,3943743,3907155,3869570,3832321,3795182,3758111,3720823,3684176,3647407,3611417,3576617,3542825
Rural population,SP.RUR.TOTL,Armenia,ARM,1154826,1153663,1142542,1125269,1107658,1094042,1085914,1082364,1082500,1084477,1086908,1089805,1088298,1085381,1082669,1079823,1076544,1072859,1071985,1074798,1079305,1085728,1093780,1102074
Rural population,SP.RUR.TOTL,Aruba,ABW,30876,32115,34119,36548,38981,41153,42965,44479,45788,47059,48412,49848,51324,52770,54071,55142,55950,56534,56973,57381,57850,58409,59010,59629
Rural population,SP.RUR.TOTL,Australia,AUS,2491505,2523464,2525228,2517901,2512556,2510924,2511720,2499054,2483511,2470411,2458288,2450309,2448368,2448129,2445680,2447376,2452701,2437246,2455345,2475023,2482323,2485325,2496220,2509009
Rural population,SP.RUR.TOTL,Austria,AUT,2628512,2652173,2681522,2703726,2714152,2718311,2721984,2725070,2728062,2733375,2739956,2750384,2763544,2776552,2793341,2811943,2825477,2835964,2847811,2856992,2864939,2870040,2877662,2890917
Rural population,SP.RUR.TOTL,Azerbaijan,AZE,3311109,3385305,3459796,3535841,3607435,3672969,3734314,3794654,3855372,3896779,3912746,3926875,3939942,3953356,3971421,3995444,4022610,4051232,4119674,4188204,4219228,4254200,4289447,4322218
Rural population,SP.RUR.TOTL,"Bahamas, The",BHS,51683,52045,52440,52817,53123,53319,53388,53365,53314,53336,53570,54347,55262,56269,57303,58314,59291,60242,61162,62054,62911,63720,64472,65165
Rural population,SP.RUR.TOTL,Bahrain,BHR,58819,59481,60650,62169,63748,65460,67332,69406,71764,74500,77703,81271,85195,89744,95293,102026,110130,119330,128702,137027,143486,147698,149982,150975
Rural population,SP.RUR.TOTL,Bangladesh,BGD,86111637,87665140,89258945,90808124,92336927,93866276,95394362,96910085,98390474,99811921,101154053,102265082,103089005,103792382,104352918,104762070,105005181,105101985,105106027,105087224,105089633,105131137,105208320,105305414
Rural population,SP.RUR.TOTL,Barbados,BRB,174663,174910,175122,175307,175471,175631,175784,175939,176118,176355,176800,178012,179309,180669,182062,183457,184853,186249,187653,189068,190501,191894,193245,194548
Rural population,SP.RUR.TOTL,Belarus,BLR,3466196,3427834,3395185,3363000,3319582,3269624,3219907,3167936,3114946,3062481,3004201,2932930,2866868,2800472,2735395,2671433,2610751,2555101,2503387,2455468,2409036,2363892,2321803,2283483
Rural population,SP.RUR.TOTL,Belgium,BEL,361118,354059,347362,340654,333815,326709,319832,313175,306498,300145,294416,289670,285288,280986,276681,272758,269184,265961,262823,259764,257609,255534,252389,248980
Rural population,SP.RUR.TOTL,Belize,BLZ,98530,100839,102610,104379,106356,108688,111437,114545,117905,121351,124869,128994,133129,137308,141584,145991,150538,155201,159979,164860,169841,174846,179866,184875
Rural population,SP.RUR.TOTL,Benin,BEN,3276583,3355840,3451369,3565157,3677681,3785450,3886695,3983129,4078531,4178093,4285466,4401808,4525292,4653298,4782596,4910890,5037663,5163280,5287244,5409462,5529567,5647245,5762369,5875502
Rural population,SP.RUR.TOTL,Bermuda,BMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rural population,SP.RUR.TOTL,Bhutan,BTN,447941,443110,433410,421520,411066,404550,402612,404404,408965,414834,420904,427069,433461,439555,444771,449015,454503,458782,462113,464927,467494,469862,472036,473939
Rural population,SP.RUR.TOTL,Bolivia,BOL,3018119,3020684,3023981,3050774,3076194,3099957,3131291,3161090,3189505,3216527,3242305,3267111,3290522,3312407,3332162,3349547,3364209,3376696,3387847,3398657,3409977,3422037,3434489,3447224
Rural population,SP.RUR.TOTL,Bosnia and Herzegovina,BIH,2749901,2646316,2507633,2350766,2216431,2133336,2112607,2143911,2208231,2276453,2327229,2355349,2367234,2366919,2362234,2358858,2356832,2353696,2349116,2343550,2337325,2330814,2324197,2317267
Rural population,SP.RUR.TOTL,Botswana,BWA,803596,779323,784649,793505,801275,807862,813250,817454,820269,821547,821182,819235,825363,831873,837582,842743,847373,851511,855245,858677,861882,864871,867713,870345
Rural population,SP.RUR.TOTL,Brazil,BRA,39025294,38510061,37963081,37398481,36824219,36247354,35669868,34974222,34265614,33548121,32820881,32645325,32506151,32346573,32163157,31953205,31713801,31448299,31163822,30873412,30579671,30282716,29995072,29711670
Rural population,SP.RUR.TOTL,Brunei Darussalam,BRN,87785,88472,89526,90596,91596,92501,93300,94006,94625,95179,95678,96132,96523,96879,97195,97460,97680,97858,97990,98072,98099,98083,98018,97924
